states,year,week,label,m1_flag,m2,m2_flag,m3_flag,m4_flag,location2,sort_order,location1,geocode,:@computed_region_hjsp_umg2,:@computed_region_skr5_azej,m4,m1,m3
CONNECTICUT,2022,1,Brucellosis,-,0,-,-,-,,20220100913,CONNECTICUT,"{'type': 'Point', 'coordinates': [-72.738288, 41.575155]}",24,1043,,,
MAINE,2022,1,Brucellosis,-,0,-,-,-,,20220100914,MAINE,"{'type': 'Point', 'coordinates': [-69.06137, 45.117911]}",49,1725,,,
MASSACHUSETTS,2022,1,Brucellosis,-,1,-,-,-,,20220100915,MASSACHUSETTS,"{'type': 'Point', 'coordinates': [-71.481104, 42.151077]}",25,1916,,,
NEW HAMPSHIRE,2022,1,Brucellosis,-,0,-,-,-,,20220100916,NEW HAMPSHIRE,"{'type': 'Point', 'coordinates': [-71.57139, 43.680429]}",26,2405,,,
RHODE ISLAND,2022,1,Brucellosis,-,0,-,-,-,,20220100917,RHODE ISLAND,"{'type': 'Point', 'coordinates': [-71.534637, 41.572574]}",27,2703,,,
VERMONT,2022,1,Brucellosis,-,0,-,-,-,,20220100918,VERMONT,"{'type': 'Point', 'coordinates': [-72.662695, 44.075252]}",28,905,1,,
MIDDLE ATLANTIC,2022,1,Brucellosis,-,1,-,-,-,MIDDLE ATLANTIC,20220100919,,,,,,,
NEW JERSEY,2022,1,Brucellosis,-,1,-,-,-,,20220100920,NEW JERSEY,"{'type': 'Point', 'coordinates': [-74.655514, 40.110253]}",46,2447,,,
NEW YORK,2022,1,Brucellosis,-,0,-,-,-,,20220100921,NEW YORK,"{'type': 'Point', 'coordinates': [-75.59655, 42.921241]}",47,2092,,,
NEW YORK CITY,2022,1,Brucellosis,-,1,-,-,-,,20220100922,NEW YORK CITY,,,,,,
PENNSYLVANIA,2022,1,Brucellosis,-,0,-,-,-,,20220100923,PENNSYLVANIA,"{'type': 'Point', 'coordinates': [-77.838886, 40.896694]}",48,2495,,,
EAST NORTH CENTRAL,2022,1,Brucellosis,-,2,-,-,-,EAST NORTH CENTRAL,20220100924,,,,,,,
ILLINOIS,2022,1,Brucellosis,-,1,-,-,-,,20220100925,ILLINOIS,"{'type': 'Point', 'coordinates': [-89.148632, 40.124144]}",34,1721,,,
INDIANA,2022,1,Brucellosis,-,0,-,-,-,,20220100926,INDIANA,"{'type': 'Point', 'coordinates': [-86.2818, 39.919991]}",35,1904,,,
MICHIGAN,2022,1,Brucellosis,-,1,-,-,-,,20220100927,MICHIGAN,"{'type': 'Point', 'coordinates': [-85.730977, 44.874798]}",50,1262,,,
OHIO,2022,1,Brucellosis,-,2,-,-,-,,20220100928,OHIO,"{'type': 'Point', 'coordinates': [-82.70936, 40.415534]}",38,592,,,
WISCONSIN,2022,1,Brucellosis,-,0,-,-,-,,20220100929,WISCONSIN,"{'type': 'Point', 'coordinates': [-89.732969, 44.639954]}",41,881,,,
WEST NORTH CENTRAL,2022,1,Brucellosis,-,1,-,-,-,WEST NORTH CENTRAL,20220100930,,,,,,,
IOWA,2022,1,Brucellosis,-,0,-,-,-,,20220100931,IOWA,"{'type': 'Point', 'coordinates': [-93.500061, 42.074659]}",16,299,,,
KANSAS,2022,1,Brucellosis,-,0,-,-,-,,20220100932,KANSAS,"{'type': 'Point', 'coordinates': [-98.38018, 38.484729]}",17,1287,,,
MINNESOTA,2022,1,Brucellosis,-,0,-,-,-,,20220100933,MINNESOTA,"{'type': 'Point', 'coordinates': [-94.198308, 46.349153]}",1,1400,,,
MISSOURI,2022,1,Brucellosis,-,0,-,-,-,,20220100934,MISSOURI,"{'type': 'Point', 'coordinates': [-92.477244, 38.3675]}",18,2124,,,
NEBRASKA,2022,1,Brucellosis,-,1,-,-,-,,20220100935,NEBRASKA,"{'type': 'Point', 'coordinates': [-99.810595, 41.527099]}",19,2243,,,
NORTH DAKOTA,2022,1,Brucellosis,-,0,-,-,-,,20220100936,NORTH DAKOTA,"{'type': 'Point', 'coordinates': [-100.46931, 47.446305]}",3,568,,,
SOUTH DAKOTA,2022,1,Brucellosis,-,0,-,-,-,,20220100937,SOUTH DAKOTA,"{'type': 'Point', 'coordinates': [-100.230491, 44.43614]}",21,2679,,,
SOUTH ATLANTIC,2022,1,Brucellosis,-,1,-,-,-,SOUTH ATLANTIC,20220100938,,,,,,,
DELAWARE,2022,1,Brucellosis,-,0,-,-,-,,20220100939,DELAWARE,"{'type': 'Point', 'coordinates': [-75.452394, 38.994926]}",43,1046,,,
DISTRICT OF COLUMBIA,2022,1,Brucellosis,-,0,-,-,-,,20220100940,DISTRICT OF COLUMBIA,"{'type': 'Point', 'coordinates': [-77.016275, 38.904785]}",44,1049,,,
FLORIDA,2022,1,Brucellosis,-,1,-,-,-,,20220100941,FLORIDA,"{'type': 'Point', 'coordinates': [-82.420978, 28.260731]}",30,1080,,,
GEORGIA,2022,1,Brucellosis,-,0,-,-,-,,20220100942,GEORGIA,"{'type': 'Point', 'coordinates': [-83.426574, 32.638481]}",31,1611,,,
MARYLAND,2022,1,Brucellosis,-,1,-,-,-,,20220100943,MARYLAND,"{'type': 'Point', 'coordinates': [-76.687282, 38.946466]}",45,418,,,
NORTH CAROLINA,2022,1,Brucellosis,-,1,-,-,-,,20220100944,NORTH CAROLINA,"{'type': 'Point', 'coordinates': [-79.130883, 35.52603]}",37,2390,,,
SOUTH CAROLINA,2022,1,Brucellosis,-,0,-,-,-,,20220100945,SOUTH CAROLINA,"{'type': 'Point', 'coordinates': [-80.864614, 33.878572]}",33,2581,,,
VIRGINIA,2022,1,Brucellosis,-,0,-,-,-,,20220100946,VIRGINIA,"{'type': 'Point', 'coordinates': [-78.666382, 37.510861]}",40,2758,,,
WEST VIRGINIA,2022,1,Brucellosis,-,0,-,-,-,,20220100947,WEST VIRGINIA,"{'type': 'Point', 'coordinates': [-80.613729, 38.642579]}",42,2749,,,
EAST SOUTH CENTRAL,2022,1,Brucellosis,-,1,-,-,-,EAST SOUTH CENTRAL,20220100948,,,,,,,
ALABAMA,2022,1,Brucellosis,-,1,-,-,-,,20220100949,ALABAMA,"{'type': 'Point', 'coordinates': [-86.844516, 32.756889]}",29,94,,,
KENTUCKY,2022,1,Brucellosis,-,1,-,-,-,,20220100950,KENTUCKY,"{'type': 'Point', 'coordinates': [-85.290484, 37.526683]}",36,1429,,,
MISSISSIPPI,2022,1,Brucellosis,-,0,-,-,-,,20220100951,MISSISSIPPI,"{'type': 'Point', 'coordinates': [-89.65344, 32.713378]}",32,494,,,
TENNESSEE,2022,1,Brucellosis,-,0,-,-,-,,20220100952,TENNESSEE,"{'type': 'Point', 'coordinates': [-86.343226, 35.842998]}",39,2108,,,
WEST SOUTH CENTRAL,2022,1,Brucellosis,-,2,-,-,-,WEST SOUTH CENTRAL,20220100953,,,,,,,
ARKANSAS,2022,1,Brucellosis,-,1,-,-,-,,20220100954,ARKANSAS,"{'type': 'Point', 'coordinates': [-92.439162, 34.899825]}",15,998,,,
LOUISIANA,2022,1,Brucellosis,-,1,-,-,-,,20220100955,LOUISIANA,"{'type': 'Point', 'coordinates': [-91.840238, 30.921314]}",22,1537,,,
OKLAHOMA,2022,1,Brucellosis,-,0,-,-,-,,20220100956,OKLAHOMA,"{'type': 'Point', 'coordinates': [-97.508297, 35.583449]}",20,712,,,
TEXAS,2022,1,Brucellosis,-,2,-,-,-,,20220100957,TEXAS,"{'type': 'Point', 'coordinates': [-99.317341, 31.447238]}",23,3109,,,
MOUNTAIN,2022,1,Brucellosis,-,2,-,-,-,MOUNTAIN,20220100958,,,,,,,
ARIZONA,2022,1,Brucellosis,-,2,-,-,-,,20220100959,ARIZONA,"{'type': 'Point', 'coordinates': [-111.664616, 34.293239]}",7,987,,,
COLORADO,2022,1,Brucellosis,-,0,-,-,-,,20220100960,COLORADO,"{'type': 'Point', 'coordinates': [-105.547832, 38.998552]}",9,1062,,,
IDAHO,2022,1,Brucellosis,-,0,-,-,-,,20220100961,IDAHO,"{'type': 'Point', 'coordinates': [-114.659366, 44.389073]}",5,1730,,,
MONTANA,2022,1,Brucellosis,-,0,-,-,-,,20220100962,MONTANA,"{'type': 'Point', 'coordinates': [-109.645127, 47.033521]}",2,2283,,,
NEVADA,2022,1,Brucellosis,-,1,-,-,-,,20220100963,NEVADA,"{'type': 'Point', 'coordinates': [-114.916992, 39.283294]}",10,2404,,,
NEW MEXICO,2022,1,Brucellosis,-,1,-,-,-,,20220100964,NEW MEXICO,"{'type': 'Point', 'coordinates': [-106.108388, 34.421369]}",11,616,,,
UTAH,2022,1,Brucellosis,-,0,-,-,-,,20220100965,UTAH,"{'type': 'Point', 'coordinates': [-111.678222, 39.323779]}",13,900,,,
WYOMING,2022,1,Brucellosis,-,0,-,-,-,,20220100966,WYOMING,"{'type': 'Point', 'coordinates': [-107.55145, 42.999627]}",14,3084,,,
PACIFIC,2022,1,Brucellosis,-,2,-,-,-,PACIFIC,20220100967,,,,,1,,
ALASKA,2022,1,Brucellosis,-,0,-,-,-,,20220100968,ALASKA,"{'type': 'Point', 'coordinates': [-151.631889, 63.631126]}",51,1671,,,
CALIFORNIA,2022,1,Brucellosis,-,2,-,-,-,,20220100969,CALIFORNIA,"{'type': 'Point', 'coordinates': [-119.662127, 37.211164]}",8,1196,1,,
HAWAII,2022,1,Brucellosis,-,1,-,-,-,,20220100970,HAWAII,"{'type': 'Point', 'coordinates': [-157.854309, 21.361013]}",4,1657,,,
OREGON,2022,1,Brucellosis,-,1,-,-,-,,20220100971,OREGON,"{'type': 'Point', 'coordinates': [-120.605279, 43.940449]}",12,719,,,
WASHINGTON,2022,1,Brucellosis,-,1,-,-,-,,20220100972,WASHINGTON,"{'type': 'Point', 'coordinates': [-120.592492, 47.411715]}",6,2956,,,
US TERRITORIES,2022,1,Brucellosis,-,1,-,-,-,US TERRITORIES,20220100973,,,,,,,
AMERICAN SAMOA,2022,1,Brucellosis,-,0,-,-,-,,20220100974,AMERICAN SAMOA,,,,,,
NORTHERN MARIANA ISLANDS,2022,1,Brucellosis,-,0,-,-,-,,20220100975,NORTHERN MARIANA ISLANDS,"{'type': 'Point', 'coordinates': [145.725693, 15.1834]}",,,,,
GUAM,2022,1,Brucellosis,-,1,-,-,-,,20220100976,GUAM,"{'type': 'Point', 'coordinates': [144.653198, 13.3532]}",,,,,
PUERTO RICO,2022,1,Brucellosis,-,0,-,-,-,,20220100977,PUERTO RICO,"{'type': 'Point', 'coordinates': [-66.414655, 18.215692]}",,3087,,,
U.S. VIRGIN ISLANDS,2022,1,Brucellosis,-,0,-,-,-,,20220100978,U.S. VIRGIN ISLANDS,,,,,,
NON-US RESIDENTS,2022,1,Brucellosis,-,0,-,-,-,NON-US RESIDENTS,20220100979,,,,,,,
TOTAL,2022,1,Brucellosis,-,5,-,-,-,TOTAL,20220100980,,,,,2,,
US RESIDENTS,2022,1,Campylobacteriosis,-,1771,-,-,-,US RESIDENTS,20220100981,,,,,519,199,199
NEW ENGLAND,2022,1,Campylobacteriosis,-,115,-,-,-,NEW ENGLAND,20220100982,,,,,28,11,11
CONNECTICUT,2022,1,Campylobacteriosis,-,28,-,-,-,,20220100983,CONNECTICUT,"{'type': 'Point', 'coordinates': [-72.738288, 41.575155]}",24,1043,6,,
MAINE,2022,1,Campylobacteriosis,-,11,-,-,-,,20220100984,MAINE,"{'type': 'Point', 'coordinates': [-69.06137, 45.117911]}",49,1725,1,1,1
MASSACHUSETTS,2022,1,Campylobacteriosis,-,60,-,-,-,,20220100985,MASSACHUSETTS,"{'type': 'Point', 'coordinates': [-71.481104, 42.151077]}",25,1916,14,9,9
NEW HAMPSHIRE,2022,1,Campylobacteriosis,-,24,-,-,-,,20220100986,NEW HAMPSHIRE,"{'type': 'Point', 'coordinates': [-71.57139, 43.680429]}",26,2405,4,,
RHODE ISLAND,2022,1,Campylobacteriosis,-,13,-,-,-,,20220100987,RHODE ISLAND,"{'type': 'Point', 'coordinates': [-71.534637, 41.572574]}",27,2703,,,
VERMONT,2022,1,Campylobacteriosis,-,6,-,-,-,,20220100988,VERMONT,"{'type': 'Point', 'coordinates': [-72.662695, 44.075252]}",28,905,3,1,1
MIDDLE ATLANTIC,2022,1,Campylobacteriosis,-,300,-,-,-,MIDDLE ATLANTIC,20220100989,,,,,106,56,56
NEW JERSEY,2022,1,Campylobacteriosis,-,67,-,-,-,,20220100990,NEW JERSEY,"{'type': 'Point', 'coordinates': [-74.655514, 40.110253]}",46,2447,17,,
NEW YORK,2022,1,Campylobacteriosis,-,83,-,-,-,,20220100991,NEW YORK,"{'type': 'Point', 'coordinates': [-75.59655, 42.921241]}",47,2092,16,14,14
NEW YORK CITY,2022,1,Campylobacteriosis,-,77,-,-,-,,20220100992,NEW YORK CITY,,,,33,23,23
PENNSYLVANIA,2022,1,Campylobacteriosis,-,109,-,-,-,,20220100993,PENNSYLVANIA,"{'type': 'Point', 'coordinates': [-77.838886, 40.896694]}",48,2495,40,19,19
EAST NORTH CENTRAL,2022,1,Campylobacteriosis,-,200,-,-,-,EAST NORTH CENTRAL,20220100994,,,,,64,2,2
ILLINOIS,2022,1,Campylobacteriosis,-,71,-,-,-,,20220100995,ILLINOIS,"{'type': 'Point', 'coordinates': [-89.148632, 40.124144]}",34,1721,30,,
INDIANA,2022,1,Campylobacteriosis,-,9,-,-,-,,20220100996,INDIANA,"{'type': 'Point', 'coordinates': [-86.2818, 39.919991]}",35,1904,4,,
MICHIGAN,2022,1,Campylobacteriosis,-,12,-,-,-,,20220100997,MICHIGAN,"{'type': 'Point', 'coordinates': [-85.730977, 44.874798]}",50,1262,3,,
OHIO,2022,1,Campylobacteriosis,-,95,-,-,-,,20220100998,OHIO,"{'type': 'Point', 'coordinates': [-82.70936, 40.415534]}",38,592,17,,
WISCONSIN,2022,1,Campylobacteriosis,-,58,-,-,-,,20220100999,WISCONSIN,"{'type': 'Point', 'coordinates': [-89.732969, 44.639954]}",41,881,10,2,2
WEST NORTH CENTRAL,2022,1,Campylobacteriosis,-,137,-,-,-,WEST NORTH CENTRAL,20220101000,,,,,38,19,19
