states,year,week,label,m1_flag,m2,m2_flag,m3_flag,m4_flag,location2,sort_order,location1,geocode,:@computed_region_hjsp_umg2,:@computed_region_skr5_azej,m4,m1,m3
MINNESOTA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100163,MINNESOTA,"{'type': 'Point', 'coordinates': [-94.198308, 46.349153]}",1,1400,,,
MISSOURI,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100164,MISSOURI,"{'type': 'Point', 'coordinates': [-92.477244, 38.3675]}",18,2124,,,
NEBRASKA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100165,NEBRASKA,"{'type': 'Point', 'coordinates': [-99.810595, 41.527099]}",19,2243,,,
NORTH DAKOTA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100166,NORTH DAKOTA,"{'type': 'Point', 'coordinates': [-100.46931, 47.446305]}",3,568,,,
SOUTH DAKOTA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100167,SOUTH DAKOTA,"{'type': 'Point', 'coordinates': [-100.230491, 44.43614]}",21,2679,,,
SOUTH ATLANTIC,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,1,-,-,-,SOUTH ATLANTIC,20220100168,,,,,,,
DELAWARE,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100169,DELAWARE,"{'type': 'Point', 'coordinates': [-75.452394, 38.994926]}",43,1046,,,
DISTRICT OF COLUMBIA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100170,DISTRICT OF COLUMBIA,"{'type': 'Point', 'coordinates': [-77.016275, 38.904785]}",44,1049,,,
FLORIDA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100171,FLORIDA,"{'type': 'Point', 'coordinates': [-82.420978, 28.260731]}",30,1080,,,
GEORGIA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,1,-,-,-,,20220100172,GEORGIA,"{'type': 'Point', 'coordinates': [-83.426574, 32.638481]}",31,1611,,,
MARYLAND,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100173,MARYLAND,"{'type': 'Point', 'coordinates': [-76.687282, 38.946466]}",45,418,,,
NORTH CAROLINA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,1,-,-,-,,20220100174,NORTH CAROLINA,"{'type': 'Point', 'coordinates': [-79.130883, 35.52603]}",37,2390,,,
SOUTH CAROLINA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100175,SOUTH CAROLINA,"{'type': 'Point', 'coordinates': [-80.864614, 33.878572]}",33,2581,,,
VIRGINIA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100176,VIRGINIA,"{'type': 'Point', 'coordinates': [-78.666382, 37.510861]}",40,2758,,,
WEST VIRGINIA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100177,WEST VIRGINIA,"{'type': 'Point', 'coordinates': [-80.613729, 38.642579]}",42,2749,,,
EAST SOUTH CENTRAL,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,EAST SOUTH CENTRAL,20220100178,,,,,,,
ALABAMA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100179,ALABAMA,"{'type': 'Point', 'coordinates': [-86.844516, 32.756889]}",29,94,,,
KENTUCKY,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100180,KENTUCKY,"{'type': 'Point', 'coordinates': [-85.290484, 37.526683]}",36,1429,,,
MISSISSIPPI,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100181,MISSISSIPPI,"{'type': 'Point', 'coordinates': [-89.65344, 32.713378]}",32,494,,,
TENNESSEE,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100182,TENNESSEE,"{'type': 'Point', 'coordinates': [-86.343226, 35.842998]}",39,2108,,,
WEST SOUTH CENTRAL,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,WEST SOUTH CENTRAL,20220100183,,,,,,,
ARKANSAS,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100184,ARKANSAS,"{'type': 'Point', 'coordinates': [-92.439162, 34.899825]}",15,998,,,
LOUISIANA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100185,LOUISIANA,"{'type': 'Point', 'coordinates': [-91.840238, 30.921314]}",22,1537,,,
OKLAHOMA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100186,OKLAHOMA,"{'type': 'Point', 'coordinates': [-97.508297, 35.583449]}",20,712,,,
TEXAS,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100187,TEXAS,"{'type': 'Point', 'coordinates': [-99.317341, 31.447238]}",23,3109,,,
MOUNTAIN,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,MOUNTAIN,20220100188,,,,,,,
ARIZONA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100189,ARIZONA,"{'type': 'Point', 'coordinates': [-111.664616, 34.293239]}",7,987,,,
COLORADO,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100190,COLORADO,"{'type': 'Point', 'coordinates': [-105.547832, 38.998552]}",9,1062,,,
IDAHO,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100191,IDAHO,"{'type': 'Point', 'coordinates': [-114.659366, 44.389073]}",5,1730,,,
MONTANA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100192,MONTANA,"{'type': 'Point', 'coordinates': [-109.645127, 47.033521]}",2,2283,,,
NEVADA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100193,NEVADA,"{'type': 'Point', 'coordinates': [-114.916992, 39.283294]}",10,2404,,,
NEW MEXICO,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100194,NEW MEXICO,"{'type': 'Point', 'coordinates': [-106.108388, 34.421369]}",11,616,,,
UTAH,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100195,UTAH,"{'type': 'Point', 'coordinates': [-111.678222, 39.323779]}",13,900,,,
WYOMING,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100196,WYOMING,"{'type': 'Point', 'coordinates': [-107.55145, 42.999627]}",14,3084,,,
PACIFIC,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,PACIFIC,20220100197,,,,,,,
ALASKA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100198,ALASKA,"{'type': 'Point', 'coordinates': [-151.631889, 63.631126]}",51,1671,,,
CALIFORNIA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100199,CALIFORNIA,"{'type': 'Point', 'coordinates': [-119.662127, 37.211164]}",8,1196,,,
HAWAII,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100200,HAWAII,"{'type': 'Point', 'coordinates': [-157.854309, 21.361013]}",4,1657,,,
OREGON,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100201,OREGON,"{'type': 'Point', 'coordinates': [-120.605279, 43.940449]}",12,719,,,
WASHINGTON,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100202,WASHINGTON,"{'type': 'Point', 'coordinates': [-120.592492, 47.411715]}",6,2956,,,
US TERRITORIES,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,US TERRITORIES,20220100203,,,,,,,
AMERICAN SAMOA,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100204,AMERICAN SAMOA,,,,,,
NORTHERN MARIANA ISLANDS,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100205,NORTHERN MARIANA ISLANDS,"{'type': 'Point', 'coordinates': [145.725693, 15.1834]}",,,,,
GUAM,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100206,GUAM,"{'type': 'Point', 'coordinates': [144.653198, 13.3532]}",,,,,
PUERTO RICO,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100207,PUERTO RICO,"{'type': 'Point', 'coordinates': [-66.414655, 18.215692]}",,3087,,,
U.S. VIRGIN ISLANDS,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,,20220100208,U.S. VIRGIN ISLANDS,,,,,,
NON-US RESIDENTS,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,0,-,-,-,NON-US RESIDENTS,20220100209,,,,,,,
TOTAL,2022,1,"Arboviral diseases, Eastern equine encephalitis virus disease",-,1,-,-,-,TOTAL,20220100210,,,,,,,
US RESIDENTS,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,3,-,-,-,US RESIDENTS,20220100211,,,,,,,
NEW ENGLAND,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,1,-,-,-,NEW ENGLAND,20220100212,,,,,,,
CONNECTICUT,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100213,CONNECTICUT,"{'type': 'Point', 'coordinates': [-72.738288, 41.575155]}",24,1043,,,
MAINE,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,1,-,-,-,,20220100214,MAINE,"{'type': 'Point', 'coordinates': [-69.06137, 45.117911]}",49,1725,,,
MASSACHUSETTS,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100215,MASSACHUSETTS,"{'type': 'Point', 'coordinates': [-71.481104, 42.151077]}",25,1916,,,
NEW HAMPSHIRE,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,1,-,-,-,,20220100216,NEW HAMPSHIRE,"{'type': 'Point', 'coordinates': [-71.57139, 43.680429]}",26,2405,,,
RHODE ISLAND,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,1,-,-,-,,20220100217,RHODE ISLAND,"{'type': 'Point', 'coordinates': [-71.534637, 41.572574]}",27,2703,,,
VERMONT,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100218,VERMONT,"{'type': 'Point', 'coordinates': [-72.662695, 44.075252]}",28,905,,,
MIDDLE ATLANTIC,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,1,-,-,-,MIDDLE ATLANTIC,20220100219,,,,,,,
NEW JERSEY,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,1,-,-,-,,20220100220,NEW JERSEY,"{'type': 'Point', 'coordinates': [-74.655514, 40.110253]}",46,2447,,,
NEW YORK,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100221,NEW YORK,"{'type': 'Point', 'coordinates': [-75.59655, 42.921241]}",47,2092,,,
NEW YORK CITY,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100222,NEW YORK CITY,,,,,,
PENNSYLVANIA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100223,PENNSYLVANIA,"{'type': 'Point', 'coordinates': [-77.838886, 40.896694]}",48,2495,,,
EAST NORTH CENTRAL,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,1,-,-,-,EAST NORTH CENTRAL,20220100224,,,,,,,
ILLINOIS,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100225,ILLINOIS,"{'type': 'Point', 'coordinates': [-89.148632, 40.124144]}",34,1721,,,
INDIANA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,1,-,-,-,,20220100226,INDIANA,"{'type': 'Point', 'coordinates': [-86.2818, 39.919991]}",35,1904,,,
MICHIGAN,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,1,-,-,-,,20220100227,MICHIGAN,"{'type': 'Point', 'coordinates': [-85.730977, 44.874798]}",50,1262,,,
OHIO,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100228,OHIO,"{'type': 'Point', 'coordinates': [-82.70936, 40.415534]}",38,592,,,
WISCONSIN,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,1,-,-,-,,20220100229,WISCONSIN,"{'type': 'Point', 'coordinates': [-89.732969, 44.639954]}",41,881,,,
WEST NORTH CENTRAL,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,1,-,-,-,WEST NORTH CENTRAL,20220100230,,,,,,,
IOWA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100231,IOWA,"{'type': 'Point', 'coordinates': [-93.500061, 42.074659]}",16,299,,,
KANSAS,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100232,KANSAS,"{'type': 'Point', 'coordinates': [-98.38018, 38.484729]}",17,1287,,,
MINNESOTA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,1,-,-,-,,20220100233,MINNESOTA,"{'type': 'Point', 'coordinates': [-94.198308, 46.349153]}",1,1400,,,
MISSOURI,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100234,MISSOURI,"{'type': 'Point', 'coordinates': [-92.477244, 38.3675]}",18,2124,,,
NEBRASKA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100235,NEBRASKA,"{'type': 'Point', 'coordinates': [-99.810595, 41.527099]}",19,2243,,,
NORTH DAKOTA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100236,NORTH DAKOTA,"{'type': 'Point', 'coordinates': [-100.46931, 47.446305]}",3,568,,,
SOUTH DAKOTA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100237,SOUTH DAKOTA,"{'type': 'Point', 'coordinates': [-100.230491, 44.43614]}",21,2679,,,
SOUTH ATLANTIC,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,SOUTH ATLANTIC,20220100238,,,,,,,
DELAWARE,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100239,DELAWARE,"{'type': 'Point', 'coordinates': [-75.452394, 38.994926]}",43,1046,,,
DISTRICT OF COLUMBIA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100240,DISTRICT OF COLUMBIA,"{'type': 'Point', 'coordinates': [-77.016275, 38.904785]}",44,1049,,,
FLORIDA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100241,FLORIDA,"{'type': 'Point', 'coordinates': [-82.420978, 28.260731]}",30,1080,,,
GEORGIA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100242,GEORGIA,"{'type': 'Point', 'coordinates': [-83.426574, 32.638481]}",31,1611,,,
MARYLAND,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100243,MARYLAND,"{'type': 'Point', 'coordinates': [-76.687282, 38.946466]}",45,418,,,
NORTH CAROLINA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100244,NORTH CAROLINA,"{'type': 'Point', 'coordinates': [-79.130883, 35.52603]}",37,2390,,,
SOUTH CAROLINA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100245,SOUTH CAROLINA,"{'type': 'Point', 'coordinates': [-80.864614, 33.878572]}",33,2581,,,
VIRGINIA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100246,VIRGINIA,"{'type': 'Point', 'coordinates': [-78.666382, 37.510861]}",40,2758,,,
WEST VIRGINIA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100247,WEST VIRGINIA,"{'type': 'Point', 'coordinates': [-80.613729, 38.642579]}",42,2749,,,
EAST SOUTH CENTRAL,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,EAST SOUTH CENTRAL,20220100248,,,,,,,
ALABAMA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100249,ALABAMA,"{'type': 'Point', 'coordinates': [-86.844516, 32.756889]}",29,94,,,
KENTUCKY,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100250,KENTUCKY,"{'type': 'Point', 'coordinates': [-85.290484, 37.526683]}",36,1429,,,
MISSISSIPPI,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100251,MISSISSIPPI,"{'type': 'Point', 'coordinates': [-89.65344, 32.713378]}",32,494,,,
TENNESSEE,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100252,TENNESSEE,"{'type': 'Point', 'coordinates': [-86.343226, 35.842998]}",39,2108,,,
WEST SOUTH CENTRAL,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,WEST SOUTH CENTRAL,20220100253,,,,,,,
ARKANSAS,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100254,ARKANSAS,"{'type': 'Point', 'coordinates': [-92.439162, 34.899825]}",15,998,,,
LOUISIANA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100255,LOUISIANA,"{'type': 'Point', 'coordinates': [-91.840238, 30.921314]}",22,1537,,,
OKLAHOMA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100256,OKLAHOMA,"{'type': 'Point', 'coordinates': [-97.508297, 35.583449]}",20,712,,,
TEXAS,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100257,TEXAS,"{'type': 'Point', 'coordinates': [-99.317341, 31.447238]}",23,3109,,,
MOUNTAIN,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,MOUNTAIN,20220100258,,,,,,,
ARIZONA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100259,ARIZONA,"{'type': 'Point', 'coordinates': [-111.664616, 34.293239]}",7,987,,,
COLORADO,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100260,COLORADO,"{'type': 'Point', 'coordinates': [-105.547832, 38.998552]}",9,1062,,,
IDAHO,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100261,IDAHO,"{'type': 'Point', 'coordinates': [-114.659366, 44.389073]}",5,1730,,,
MONTANA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100262,MONTANA,"{'type': 'Point', 'coordinates': [-109.645127, 47.033521]}",2,2283,,,
NEVADA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100263,NEVADA,"{'type': 'Point', 'coordinates': [-114.916992, 39.283294]}",10,2404,,,
NEW MEXICO,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100264,NEW MEXICO,"{'type': 'Point', 'coordinates': [-106.108388, 34.421369]}",11,616,,,
UTAH,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100265,UTAH,"{'type': 'Point', 'coordinates': [-111.678222, 39.323779]}",13,900,,,
WYOMING,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100266,WYOMING,"{'type': 'Point', 'coordinates': [-107.55145, 42.999627]}",14,3084,,,
PACIFIC,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,PACIFIC,20220100267,,,,,,,
ALASKA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100268,ALASKA,"{'type': 'Point', 'coordinates': [-151.631889, 63.631126]}",51,1671,,,
CALIFORNIA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100269,CALIFORNIA,"{'type': 'Point', 'coordinates': [-119.662127, 37.211164]}",8,1196,,,
HAWAII,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100270,HAWAII,"{'type': 'Point', 'coordinates': [-157.854309, 21.361013]}",4,1657,,,
OREGON,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100271,OREGON,"{'type': 'Point', 'coordinates': [-120.605279, 43.940449]}",12,719,,,
WASHINGTON,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100272,WASHINGTON,"{'type': 'Point', 'coordinates': [-120.592492, 47.411715]}",6,2956,,,
US TERRITORIES,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,US TERRITORIES,20220100273,,,,,,,
AMERICAN SAMOA,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100274,AMERICAN SAMOA,,,,,,
NORTHERN MARIANA ISLANDS,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100275,NORTHERN MARIANA ISLANDS,"{'type': 'Point', 'coordinates': [145.725693, 15.1834]}",,,,,
GUAM,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100276,GUAM,"{'type': 'Point', 'coordinates': [144.653198, 13.3532]}",,,,,
PUERTO RICO,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100277,PUERTO RICO,"{'type': 'Point', 'coordinates': [-66.414655, 18.215692]}",,3087,,,
U.S. VIRGIN ISLANDS,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,,20220100278,U.S. VIRGIN ISLANDS,,,,,,
NON-US RESIDENTS,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,0,-,-,-,NON-US RESIDENTS,20220100279,,,,,,,
TOTAL,2022,1,"Arboviral diseases, Jamestown Canyon  virus disease",-,3,-,-,-,TOTAL,20220100280,,,,,,,
US RESIDENTS,2022,1,"Arboviral diseases, La Crosse  virus disease",-,5,-,-,-,US RESIDENTS,20220100281,,,,,,,
NEW ENGLAND,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,NEW ENGLAND,20220100282,,,,,,,
CONNECTICUT,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100283,CONNECTICUT,"{'type': 'Point', 'coordinates': [-72.738288, 41.575155]}",24,1043,,,
MAINE,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100284,MAINE,"{'type': 'Point', 'coordinates': [-69.06137, 45.117911]}",49,1725,,,
MASSACHUSETTS,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100285,MASSACHUSETTS,"{'type': 'Point', 'coordinates': [-71.481104, 42.151077]}",25,1916,,,
NEW HAMPSHIRE,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100286,NEW HAMPSHIRE,"{'type': 'Point', 'coordinates': [-71.57139, 43.680429]}",26,2405,,,
RHODE ISLAND,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100287,RHODE ISLAND,"{'type': 'Point', 'coordinates': [-71.534637, 41.572574]}",27,2703,,,
VERMONT,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100288,VERMONT,"{'type': 'Point', 'coordinates': [-72.662695, 44.075252]}",28,905,,,
MIDDLE ATLANTIC,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,MIDDLE ATLANTIC,20220100289,,,,,,,
NEW JERSEY,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100290,NEW JERSEY,"{'type': 'Point', 'coordinates': [-74.655514, 40.110253]}",46,2447,,,
NEW YORK,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100291,NEW YORK,"{'type': 'Point', 'coordinates': [-75.59655, 42.921241]}",47,2092,,,
NEW YORK CITY,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100292,NEW YORK CITY,,,,,,
PENNSYLVANIA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100293,PENNSYLVANIA,"{'type': 'Point', 'coordinates': [-77.838886, 40.896694]}",48,2495,,,
EAST NORTH CENTRAL,2022,1,"Arboviral diseases, La Crosse  virus disease",-,4,-,-,-,EAST NORTH CENTRAL,20220100294,,,,,,,
ILLINOIS,2022,1,"Arboviral diseases, La Crosse  virus disease",-,1,-,-,-,,20220100295,ILLINOIS,"{'type': 'Point', 'coordinates': [-89.148632, 40.124144]}",34,1721,,,
INDIANA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,1,-,-,-,,20220100296,INDIANA,"{'type': 'Point', 'coordinates': [-86.2818, 39.919991]}",35,1904,,,
MICHIGAN,2022,1,"Arboviral diseases, La Crosse  virus disease",-,1,-,-,-,,20220100297,MICHIGAN,"{'type': 'Point', 'coordinates': [-85.730977, 44.874798]}",50,1262,,,
OHIO,2022,1,"Arboviral diseases, La Crosse  virus disease",-,4,-,-,-,,20220100298,OHIO,"{'type': 'Point', 'coordinates': [-82.70936, 40.415534]}",38,592,,,
WISCONSIN,2022,1,"Arboviral diseases, La Crosse  virus disease",-,1,-,-,-,,20220100299,WISCONSIN,"{'type': 'Point', 'coordinates': [-89.732969, 44.639954]}",41,881,,,
WEST NORTH CENTRAL,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,WEST NORTH CENTRAL,20220100300,,,,,,,
IOWA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100301,IOWA,"{'type': 'Point', 'coordinates': [-93.500061, 42.074659]}",16,299,,,
KANSAS,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100302,KANSAS,"{'type': 'Point', 'coordinates': [-98.38018, 38.484729]}",17,1287,,,
MINNESOTA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100303,MINNESOTA,"{'type': 'Point', 'coordinates': [-94.198308, 46.349153]}",1,1400,,,
MISSOURI,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100304,MISSOURI,"{'type': 'Point', 'coordinates': [-92.477244, 38.3675]}",18,2124,,,
NEBRASKA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100305,NEBRASKA,"{'type': 'Point', 'coordinates': [-99.810595, 41.527099]}",19,2243,,,
NORTH DAKOTA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100306,NORTH DAKOTA,"{'type': 'Point', 'coordinates': [-100.46931, 47.446305]}",3,568,,,
SOUTH DAKOTA,2022,1,"Arboviral diseases, La Crosse  virus disease",-,0,-,-,-,,20220100307,SOUTH DAKOTA,"{'type': 'Point', 'coordinates': [-100.230491, 44.43614]}",21,2679,,,
