Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
4731284,HIV_0000000007,COUNTRY,STP,YEAR,AFR,Africa,,,2014,,,,,,,49,49.0,,,,2016-03-21T10:38:39+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4746980,HIV_0000000007,COUNTRY,TON,YEAR,WPR,Western Pacific,,,2014,,,,,,,14,14.0,,,,2016-03-21T10:38:38+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4777815,HIV_0000000007,COUNTRY,AZE,YEAR,EUR,Europe,,,2014,,,,,,,50,50.0,,,,2016-03-21T10:38:40+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4792400,HIV_0000000007,COUNTRY,TUR,YEAR,EUR,Europe,,,2014,,,,,,,No data,,,,,2016-03-21T10:38:50+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4799490,HIV_0000000007,COUNTRY,KHM,YEAR,WPR,Western Pacific,,,2014,,,,,,,924,924.0,,,,2016-03-21T10:38:44+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4844023,HIV_0000000007,COUNTRY,SYR,YEAR,EMR,Eastern Mediterranean,,,2014,,,,,,,No data,,,,,2016-03-21T10:38:50+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4907466,HIV_0000000007,COUNTRY,LKA,YEAR,SEAR,South-East Asia,,,2014,,,,,,,225,225.0,,,,2016-03-21T10:38:42+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4949578,HIV_0000000007,COUNTRY,FSM,YEAR,WPR,Western Pacific,,,2014,,,,,,,4,4.0,,,,2016-03-21T10:38:37+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4965530,HIV_0000000007,COUNTRY,PLW,YEAR,WPR,Western Pacific,,,2014,,,,,,,4,4.0,,,,2016-03-21T10:38:37+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5028837,HIV_0000000007,COUNTRY,NIU,YEAR,WPR,Western Pacific,,,2014,,,,,,,No data,,,,,2016-03-21T10:38:50+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5045787,HIV_0000000007,COUNTRY,GEO,YEAR,EUR,Europe,,,2014,,,,,,,234,234.0,,,,2016-03-21T10:38:42+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5102818,HIV_0000000007,COUNTRY,BGD,YEAR,SEAR,South-East Asia,,,2014,,,,,,,101,101.0,,,,2016-03-21T10:38:40+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5124986,HIV_0000000007,COUNTRY,MEX,YEAR,AMR,Americas,,,2014,,,,,,,No data,,,,,2016-03-21T10:38:49+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5165313,HIV_0000000007,COUNTRY,PER,YEAR,AMR,Americas,,,2014,,,,,,, 7 995,7995.0,,,,2016-03-21T10:38:48+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5364253,HIV_0000000007,COUNTRY,SUR,YEAR,AMR,Americas,,,2014,,,,,,,No data,,,,,2016-03-21T10:38:50+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5413988,HIV_0000000007,COUNTRY,BFA,YEAR,AFR,Africa,,,2014,,,,,,, 1 783,1783.0,,,,2016-03-21T10:38:47+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5478525,HIV_0000000007,COUNTRY,ZMB,YEAR,AFR,Africa,,,2014,,,,,,, 1 765,1765.0,,,,2016-03-21T10:38:47+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5546329,HIV_0000000007,COUNTRY,ETH,YEAR,AFR,Africa,,,2014,,,,,,, 3 447,3447.0,,,,2016-03-21T10:38:48+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5739491,HIV_0000000007,COUNTRY,GMB,YEAR,AFR,Africa,,,2014,,,,,,,45,45.0,,,,2016-03-21T10:38:39+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5750371,HIV_0000000007,COUNTRY,GNB,YEAR,AFR,Africa,,,2014,,,,,,,116,116.0,,,,2016-03-21T10:38:41+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5804735,HIV_0000000007,COUNTRY,MMR,YEAR,SEAR,South-East Asia,,,2014,,,,,,,No data,,,,,2016-03-21T10:38:50+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6009717,HIV_0000000007,COUNTRY,HND,YEAR,AMR,Americas,,,2014,,,,,,,612,612.0,,,,2016-03-21T10:38:44+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6053636,HIV_0000000007,COUNTRY,GRD,YEAR,AMR,Americas,,,2014,,,,,,,No data,,,,,2016-03-21T10:38:49+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6118975,HIV_0000000007,COUNTRY,MHL,YEAR,WPR,Western Pacific,,,2014,,,,,,,6,6.0,,,,2016-03-21T10:38:37+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6175060,HIV_0000000007,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,,,2014,,,,,,,36,36.0,,,,2016-03-21T10:38:39+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6185847,HIV_0000000007,COUNTRY,GUY,YEAR,AMR,Americas,,,2014,,,,,,,60,60.0,,,,2016-03-21T10:38:40+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6239763,HIV_0000000007,COUNTRY,TUN,YEAR,EMR,Eastern Mediterranean,,,2014,,,,,,,25,25.0,,,,2016-03-21T10:38:38+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
