Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
8235722,HIV_0000000008,COUNTRY,ARG,AMR,YEAR,Americas,,,2014,,,,,,,55,55.0,,,,2016-03-21T10:38:58+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5373711,HIV_0000000008,COUNTRY,MRT,AFR,YEAR,Africa,,,2014,,,,,,,<1,,,,,2016-03-21T10:38:58+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
975541,HIV_0000000008,COUNTRY,HTI,AMR,YEAR,Americas,,,2014,,,,,,,3,3.0,,,,2016-03-21T10:38:53+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
3038872,HIV_0000000008,COUNTRY,PAN,AMR,YEAR,Americas,,,2014,,,,,,,No data,,,,,2016-03-21T10:38:59+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6440842,HIV_0000000008,COUNTRY,VNM,WPR,YEAR,Western Pacific,,,2014,,,,,,,2,2.0,,,,2016-03-21T10:38:52+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5453491,HIV_0000000008,COUNTRY,BFA,AFR,YEAR,Africa,,,2014,,,,,,,19,19.0,,,,2016-03-21T10:38:56+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
889828,HIV_0000000008,COUNTRY,KAZ,EUR,YEAR,Europe,,,2014,,,,,,,No data,,,,,2016-03-21T10:38:58+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6560497,HIV_0000000008,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,,2014,,,,,,,2,2.0,,,,2016-03-21T10:38:52+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
6653449,HIV_0000000008,COUNTRY,FSM,WPR,YEAR,Western Pacific,,,2014,,,,,,,6,6.0,,,,2016-03-21T10:38:54+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5838369,HIV_0000000008,COUNTRY,ETH,AFR,YEAR,Africa,,,2014,,,,,,,6,6.0,,,,2016-03-21T10:38:54+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
413350,HIV_0000000008,COUNTRY,ZAF,AFR,YEAR,Africa,,,2014,,,,,,,11,11.0,,,,2016-03-21T10:38:55+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9091118,HIV_0000000008,COUNTRY,SWZ,AFR,YEAR,Africa,,,2014,,,,,,,36,36.0,,,,2016-03-21T10:38:57+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
5360999,HIV_0000000008,COUNTRY,LSO,AFR,YEAR,Africa,,,2014,,,,,,,21,21.0,,,,2016-03-21T10:38:56+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
638076,HIV_0000000008,COUNTRY,VEN,AMR,YEAR,Americas,,,2014,,,,,,,No data,,,,,2016-03-21T10:38:59+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
4892090,HIV_0000000008,COUNTRY,ERI,AFR,YEAR,Africa,,,2014,,,,,,,7,7.0,,,,2016-03-21T10:38:54+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
3728045,HIV_0000000008,COUNTRY,SUR,AMR,YEAR,Americas,,,2014,,,,,,,No data,,,,,2016-03-21T10:38:59+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
625123,HIV_0000000008,COUNTRY,FJI,WPR,YEAR,Western Pacific,,,2014,,,,,,,17,17.0,,,,2016-03-21T10:38:56+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
9654626,HIV_0000000008,COUNTRY,LCA,AMR,YEAR,Americas,,,2014,,,,,,,9,9.0,,,,2016-03-21T10:38:54+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
2001960,HIV_0000000008,COUNTRY,ROU,EUR,YEAR,Europe,,,2014,,,,,,,No data,,,,,2016-03-21T10:38:59+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
8203783,HIV_0000000008,COUNTRY,GEO,EUR,YEAR,Europe,,,2014,,,,,,,7,7.0,,,,2016-03-21T10:38:54+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
